Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1702754239821773,https://www.facebook.com/camaradeputados/posts/1702754239821773,"As agências reguladoras foram criadas para fiscalizar a prestação de serviços públicos por empresas privadas. O projeto aprovado pretende garantir a autonomia dessas autarquias, dar mais transparência e evitar a interferência do setor privado. A menos que haja recurso para apreciação pelo Plenário, o texto seguirá para o Senado Federal. https://goo.gl/7EPsVo",Photo,,,07/17/2018 10:34:00 AM, ,8942,8942,0,10916,10916,0,239,179,266,3,3,9366,7518,0,0,213,0,0,0,0,0,0,0,0,0,0,20,85,39,21,87,50,144,46,8,,209,48,9,,1,2,,,1,2,,,,
316136345150243_1698365703593960,https://www.facebook.com/camaradeputados/posts/1698365703593960,"A proposta aprovada obriga que novas unidades residenciais, comerciais e industriais tenham medidores individuais de de água, energia elétrica e gás canalizado. O tema ainda será debatido pela Comissão de Constituição e Justiça e de Cidadania.  https://goo.gl/3bTH4W",Photo,,,07/17/2018 6:33:00 AM, ,14350,14350,0,17809,17809,0,476,349,516,3,3,13841,11303,0,0,409,0,0,0,0,0,0,0,0,0,0,49,160,37,50,164,114,296,66,14,,431,69,16,,1,2,,,1,2,,,,
316136345150243_1701303576633506,https://www.facebook.com/camaradeputados/videos/1701303576633506/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é substitutivo. Confira! https://goo.gl/TfNSwE,Video,,,07/16/2018 3:03:00 PM, ,2210,2210,0,3101,3101,0,52,30,41,1,1,2631,1860,0,0,38,26,27,0,0,84,87,0,0,1640,7167,7,18,10,7,19,12,22,,,11,29,,,11,,1,,,,1,,,,
316136345150243_1700254640071733,https://www.facebook.com/camaradeputados/posts/1700254640071733,Foi aprovado projeto que obriga restrições à importação de leite em pó ou in natura que venha de país que não adotam regras as mesmas regras de proteção ambiental usadas no Brasil. As restrições serão definidas pela Câmara de Comércio Exterior. https://goo.gl/Gck22b,Photo,,,07/16/2018 10:25:00 AM, ,11891,11891,0,14688,14688,0,293,217,307,5,5,12938,10263,0,0,265,0,0,0,0,0,0,0,0,0,0,14,97,34,14,103,45,190,36,5,,260,41,6,,1,4,,,1,4,,,,
316136345150243_1702750449822152,https://www.facebook.com/camaradeputados/posts/1702750449822152,"Foi criado o Ministério Extraordinário da Segurança Pública. O novo ministério fica responsável pela articulação com os órgãos dos estados, DF e municípios. Fica responsável também por planejar e administrar a política penitenciária nacional. https://goo.gl/vzn9Uj",Photo,,,07/16/2018 6:33:00 AM, ,12336,12336,0,15923,15923,0,384,278,359,1,1,13198,10212,0,0,341,0,0,0,0,0,0,0,0,0,0,30,133,52,30,140,63,236,42,6,,304,49,6,,,1,,,,1,,,,
316136345150243_1702967419800455,https://www.facebook.com/camaradeputados/posts/1702967419800455,"A Câmara aprovou a criação da Semana Nacional de Prevenção, Conscientização e Tratamento da Microcefalia, a ser realizada anualmente, na semana do dia 4 de dezembro. Serão realizadas ações informativas e de prevenção para a população e para os médicos, campanhas de vacinação e estímulo ao pré-natal. A matéria vai para o Senado Federal. https://goo.gl/S87fG5",Photo,,,07/13/2018 3:01:00 PM, ,6355,6355,0,7818,7818,0,142,75,85,3,3,6405,5140,0,0,110,0,0,0,0,0,0,0,0,0,0,19,56,16,19,59,24,52,23,1,,59,25,1,,1,2,,,1,2,,,,
316136345150243_1701432669953930,https://www.facebook.com/camaradeputados/posts/1701432669953930,"Foi criado o Ministério Extraordinário da Segurança Pública. O novo ministério fica responsável pela articulação com os órgãos dos estados, DF e municípios e as entidades de coordenação e supervisão das atividades de segurança pública, além de planejar e administrar a política penitenciária nacional. Conheça a íntegra da lei: https://goo.gl/hAbrf2

A Câmara aprovou a criação do cargo de interventor federal no Rio de Janeiro, além de outros 66 cargos em comissão e funções comissionadas para o gabinete. https://goo.gl/cbA9WH Também foi aprovada a liberação de verba para compra de veículos, armamento, munição, equipamento individual, contratação de serviços e no pagamento de pessoal. https://goo.gl/S9uaQ9 O assunto será analisado pelo Senado Federal

Passados 120 dias da morte da vereadora carioca Marielle Franco e de seu motorista, Anderson Gomes, a comissão externa da Câmara dos Deputados que acompanha a investigação cobrou respostas formais das autoridades relacionadas com o caso. https://goo.gl/NWz7zq #olerj #intervencao",Photo,,,07/13/2018 10:05:00 AM, ,7712,7712,0,9289,9289,0,225,157,202,2,2,8103,6670,0,0,188,0,0,0,0,0,0,0,0,0,0,12,72,52,12,73,68,115,42,4,,148,50,4,,,2,,,,2,,,,
316136345150243_1698484653582065,https://www.facebook.com/camaradeputados/posts/1698484653582065,"O Plano Nacional Decenal da Saúde deverá conter, obrigatoriamente o fortalecimento da atenção primária em saúde, com recursos orçamentários suficientes para manter a qualidade oferecida ao cidadão; a busca pela melhoria nos serviços; a formação de recursos humanos para o SUS, entre outros pontos. https://goo.gl/YwTupV",Photo,,,07/13/2018 6:32:00 AM, ,11357,11357,0,13839,13839,0,239,171,240,3,3,11358,9296,0,0,195,0,0,0,0,0,0,0,0,0,0,26,72,31,26,77,53,141,33,8,,199,33,8,,,3,,,,3,,,,
316136345150243_1698450346918829,https://www.facebook.com/camaradeputados/posts/1698450346918829,A proposta anula o débito tributário e a inscrição em dívida ativa de empresas que deixaram de entregar a Guia de Recolhimento do FGTS e Informações à Previdência Social (Gfip). O texto agora segue para o Senado Federal. https://goo.gl/j43Niu,Photo,,,07/12/2018 3:01:00 PM, ,12848,12848,0,15863,15863,0,407,309,378,2,2,13577,10836,0,0,356,0,0,0,0,0,0,0,0,0,0,30,111,35,31,115,43,267,43,13,,321,44,13,,,2,,,,2,,,,
316136345150243_1700305010066696,https://www.facebook.com/camaradeputados/posts/1700305010066696,"Foi aprovado aumento do piso salarial dos agentes comunitários de saúde: o valor atual de R$ 1.014,00 passará a R$ 1.250,00 em 2019 (23,27% de reajuste); R$ 1.400,00 em 2020 (12%); e R$ 1.550,00 em 2021 (10,71%). A matéria segue para o Senado Federal. https://goo.gl/gHqgZM",Photo,,,07/12/2018 10:35:00 AM, ,13165,13165,0,16486,16486,0,446,288,376,1,1,10174,8354,0,0,316,0,0,0,0,0,0,0,0,0,0,68,170,31,70,179,37,234,63,6,,304,66,6,,,1,,,,1,,,,
316136345150243_1701084049988792,https://www.facebook.com/camaradeputados/posts/1701084049988792,"Foi criado o Ministério Extraordinário da Segurança Pública. O novo ministério fica responsável pela articulação com os órgãos dos estados, DF e municípios. Fica responsável também por planejar e administrar a política penitenciária nacional. https://goo.gl/vzn9Uj",Photo,,,07/12/2018 6:39:17 AM, ,12026,12026,0,15406,15406,0,436,309,425,2,2,12098,9579,0,0,371,0,0,0,0,0,0,0,0,0,0,35,154,73,38,157,91,276,39,12,,368,44,13,,,2,,,,2,,,,
316136345150243_1699634686800395,https://www.facebook.com/camaradeputados/posts/1699634686800395,"Esses juizados serão responsáveis pela conciliação, o julgamento e a execução das infrações penais de menor potencial ofensivo cometidas com o emprego da informática. O objetivo é que o cidadão tenha acesso a uma justiça mais rápida e menos onerosa quando for procurar seus direitos. https://goo.gl/gQeV8F A matéria segue para o Senado Federal",Photo,,,07/11/2018 3:01:00 PM, ,12243,12243,0,15314,15314,0,438,294,376,4,4,11185,8810,0,0,361,0,0,0,0,0,0,0,0,0,0,55,177,38,57,185,71,250,53,6,,314,56,6,,,4,,,,4,,,,
316136345150243_1699675483462982,https://www.facebook.com/camaradeputados/posts/1699675483462982,Câmara aprova projeto que viabiliza a privatização de seis distribuidoras de energia controladas pela Eletrobrás. Foi aprovada no texto emenda que concede gratuidade da tarifa de energia elétrica a famílias de baixa renda no consumo mensal de até 70 kWh. https://goo.gl/1SH5cY  Proposta seguirá para o Senado Federal,Photo,,,07/11/2018 10:30:00 AM, ,27656,27656,0,36070,36070,0,1460,1131,1897,8,8,25400,20066,0,0,1185,0,0,0,0,0,0,0,0,0,0,119,502,204,119,522,359,1018,135,31,,1712,152,33,,1,7,,,1,7,,,,
316136345150243_1699616916802172,https://www.facebook.com/camaradeputados/posts/1699616916802172,"A legislação trabalhista atual não trata dos jovens egressos do sistema penitenciário. A proposta aprovada altera a CLT, que fixa o limite de 29 anos de idade para a contratação de jovens aprendizes que tenham passado por medidas socioeducativas ou pelo sistema prisional. https://goo.gl/Hgb3Zi O texto segue para debate no Senado Federal",Photo,,,07/11/2018 6:31:00 AM, ,8487,8487,0,10620,10620,0,324,228,299,2,2,8233,6571,0,0,272,0,0,0,0,0,0,0,0,0,0,22,125,23,23,127,30,197,38,3,,255,40,4,,,2,,,,2,,,,
316136345150243_1698477716916092,https://www.facebook.com/camaradeputados/posts/1698477716916092,"Hotéis e pousadas deverão ter 10% de seus quartos com estrutura apropriada para receber hóspedes com deficiência ou mobilidade reduzida. Se o estabelecimento oferecer menos de 10 quartos, no mínimo uma unidade deverá acessível. O descumprimento acarretará multa e suspensão do alvará de funcionamento. https://goo.gl/MTjYAL",Photo,,,07/10/2018 3:02:00 PM, ,11786,11786,0,14886,14886,0,476,329,456,2,2,11069,8863,0,0,378,0,0,0,0,0,0,0,0,0,0,50,163,38,55,169,58,290,42,5,,394,57,5,,1,1,,,1,1,,,,
316136345150243_1698051816958682,https://www.facebook.com/camaradeputados/posts/1698051816958682,"Segundo a proposta, as guardas municipais passam a entre as instituições que podem compor a Força Nacional de Segurança Pública, órgão de cooperação federativa com a função de preservar a ordem pública e a segurança das pessoas e do patrimônio e atua em situações de emergência e calamidade pública, além de operações ambientais. https://goo.gl/ydLctd",Photo,,,07/10/2018 10:02:00 AM, ,15333,15333,0,19571,19571,0,643,459,618,6,8,12672,10163,0,0,495,0,0,0,0,0,0,0,0,0,0,67,237,55,77,252,73,386,84,15,,519,84,15,,,8,,,,6,,,,
316136345150243_1697947346969129,https://www.facebook.com/camaradeputados/posts/1697947346969129,"O projeto aprovado reserva para pessoas com 60 anos ou mais pelo menos 5% dos imóveis disponibilizados por programas habitacionais do governo ou subsidiados com recursos públicos. O Estatuto do Idoso já prevê a reserva de imóveis, mas em um percentual de apenas 3%. https://goo.gl/eD4mm7",Photo,,,07/10/2018 6:32:00 AM, ,8812,8812,0,11213,11213,0,271,148,215,3,3,8264,6609,0,0,203,0,0,0,0,0,0,0,0,0,0,49,125,14,54,127,28,109,40,9,,162,41,12,,,3,,,,3,,,,
316136345150243_1697252807038583,https://www.facebook.com/camaradeputados/posts/1697252807038583:0,Quer entender outros termos comuns nos debates e votações? Confira o nosso álbum Dicionário Legislativo,Photo,,,07/09/2018 4:18:59 PM, ,829,829,0,1072,1072,0,35,14,16,0,0,399,260,0,0,21,0,0,0,0,0,0,0,0,0,0,5,15,4,5,16,5,1,13,,,1,15,,,,,,,,,,,,
316136345150243_1697251530372044,https://www.facebook.com/camaradeputados/videos/1697251530372044/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é bloco parlamentar. Confira! https://goo.gl/j61gER,Video,,,07/09/2018 4:17:10 PM, ,3893,3893,0,5432,5432,0,108,75,102,0,0,4532,3245,0,0,77,57,60,0,0,89,95,0,0,3515,4000,10,37,,10,38,,51,,4,22,64,,4,29,,,,,,,,,,
316136345150243_1697153523715178,https://www.facebook.com/camaradeputados/posts/1697153523715178,"Braile é o sistema de escrita tátil utilizado por pessoas cegas ou com baixa visão, constituído por combinações de pontos em relevo. De acordo com o projeto aprovado, a produção de publicações em braile no Brasil obedecerá às normas do órgão nacional competente, com o objetivo de garantir a produção nacional. https://goo.gl/gxQiSf",Photo,,,07/09/2018 2:24:16 PM, ,9225,9225,0,11804,11804,0,268,139,180,4,4,7748,6045,0,0,140,0,0,0,0,0,0,0,0,0,0,23,159,5,28,162,6,109,34,5,,140,35,5,,1,3,,,1,3,,,,
316136345150243_1690568687706995,https://www.facebook.com/camaradeputados/posts/1690568687706995,A proposta cria uma política nacional de preços mínimos para o transporte rodoviário de cargas e a ANTT deverá publicar uma nova planilha de preços sempre que o valor do óleo diesel no mercado nacional variar mais do que 10%. A matéria ainda será apreciada pelos plenários da Câmara e do Senado Federal  https://goo.gl/trFw3F,Photo,,,07/06/2018 3:02:00 PM, ,9151,9151,0,11439,11439,0,265,184,232,5,5,9478,7611,0,0,223,0,0,0,0,0,0,0,0,0,0,13,100,43,15,102,56,158,30,2,,197,33,2,,1,4,,,1,4,,,,
316136345150243_1690820514348479,https://www.facebook.com/camaradeputados/posts/1690820514348479,"Comissão especial que estudou Proposta de Emenda à Constituição para a unificação das polícias civis e militares estados deve começar votação próxima semana. Essa PEC prevê um ciclo policial completo, um Conselho Nacional de Segurança Cidadã e fim da Justiça Militar dos estados. https://goo.gl/RW1tW7

No Twitter, entre os temas que influenciaram o debate nesta semana, teve destaque a morte do policial militar Jason da Costa Pinheiro e as menções de pesar sobre este evento assumiram um caráter crítico sobre a falta de visibilidade das notícias sobre mortes de policiais por ativistas e veículos de comunicação. Também foram realizadas críticas em relação ao uso de helicópteros em operações e sobre o armamento obsoleto utilizado pela polícia. https://goo.gl/eeHyc3

Em Retratos da Intervenção para retratar o impacto da violência sobre a escola há um resumo do estudo da Fundação Getúlio Vargas ,“Educação em Alvo: Os Efeitos da Violência Armada nas Salas de Aula, 2016 – 2017”e o Olerj entrevistou uma professora de uma escola do Complexo do Alemão, e a mãe de um aluno da mesma localidade. https://goo.gl/wwPui2 #olerj #intervencao",Photo,,,07/06/2018 10:03:00 AM, ,8081,8081,0,10049,10049,0,235,173,215,0,0,7847,6546,0,0,177,0,0,0,0,0,0,0,0,0,0,13,73,32,18,73,39,143,35,7,,164,43,8,,,,,,,,,,,
316136345150243_1690394991057698,https://www.facebook.com/camaradeputados/posts/1690394991057698,"A proposta altera o Estatuto Geral das Guardas Municipais, para permitir que os guardas também possam ser chamados de policiais municipais. Com isso, encerram os casos mucipais que sao levados à Justica fazendo o mesmo pedido. A matéria seguirá diretamente para análise do Senado Federal a não ser que haja recurso pedido por pelo menos 52 deputados para mais debates sobre o tema pelo Plenário. https://goo.gl/wDGjYL",Photo,,,07/06/2018 6:31:00 AM, ,23461,23461,0,30102,30102,0,1567,1266,1710,6,6,19279,14829,0,0,1169,0,0,0,0,0,0,0,0,0,0,96,418,138,105,429,226,1173,132,20,,1550,136,24,,,6,,,,6,,,,
316136345150243_1690551404375390,https://www.facebook.com/camaradeputados/posts/1690551404375390,Projeto autoriza a Petrobras a transferir para outras petroleiras até 70% de seus direitos de exploração de petróleo do pré-sal na área cedida onerosamente pela União. A matéria será analisada ainda pelo Senado Federal https://goo.gl/dbkUu9,Photo,,,07/05/2018 3:02:00 PM, ,20472,20472,0,25162,25162,0,925,604,803,4,4,17752,13998,0,0,740,0,0,0,0,0,0,0,0,0,0,93,385,104,103,402,174,551,63,8,,727,68,8,,,4,,,,4,,,,
316136345150243_1689219741175223,https://www.facebook.com/camaradeputados/posts/1689219741175223,"A Comissão de Constituição e Justiça e de Cidadania aprovou a criação da Lei de Acesso à Informação na Segurança Pública. De acordo com a proposta, cada instituição e órgão de Segurança Pública deve criar todos os anos banco de dados e publicar em formato aberto. https://goo.gl/u6AehK",Photo,,,07/05/2018 10:02:00 AM, ,5138,5138,0,6124,6124,0,98,51,71,2,2,5243,4196,0,0,82,0,0,0,0,0,0,0,0,0,0,11,47,12,11,47,20,35,16,2,,53,16,2,,,2,,,,2,,,,
316136345150243_1688995687864295,https://www.facebook.com/camaradeputados/posts/1688995687864295,"A indústria automobilística poderá lançar carros com novos modelos do ano seguinte a partir de abril de cada ano. Essa permissão já está prevista em portaria do Denatran, mas a proposta busca incorporar a regra ao Código de Trânsito Brasileiro. O texto segue para a Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/JchCpt",Photo,,,07/05/2018 6:33:00 AM, ,9176,9176,0,11952,11952,0,468,395,471,3,3,9857,7677,0,0,423,0,0,0,0,0,0,0,0,0,0,20,107,54,20,112,72,357,47,10,,411,50,10,,,3,,,,3,,,,
316136345150243_1688993194531211,https://www.facebook.com/camaradeputados/posts/1688993194531211,A CCJ aprovou o Projeto de Lei 2404/15 que regulamenta a elaboração e a comercialização de queijos artesanais. O texto autoriza a comercialização de queijo artesanal em todo o território nacional mediante critérios estabelecidos. https://goo.gl/nYNLiZ,Photo,,,07/04/2018 3:02:00 PM, ,8039,8039,0,10466,10466,0,334,235,321,2,2,7859,6259,0,0,276,0,0,0,0,0,0,0,0,0,0,29,117,37,29,120,49,197,35,22,,260,38,23,,,2,,,,2,,,,
316136345150243_1689358061161391,https://www.facebook.com/camaradeputados/posts/1689358061161391,"O projeto proíbe a venda de cachimbos, narguilés, piteiras, papéis para enrolar cigarro e outros produtos fumígenos para crianças e adolescentes. Algumas normas estaduais e municipais já proíbem esse tipo de comércio, porém faltava uma regulamentação nacional. https://goo.gl/fAAeVU",Photo,,,07/04/2018 1:26:58 PM, ,10626,10626,0,13696,13696,0,543,337,467,3,3,10182,7873,0,0,445,0,0,0,0,0,0,0,0,0,0,69,220,38,71,236,50,300,52,2,,411,53,3,,1,2,,,1,2,,,,
316136345150243_1686334751463722,https://www.facebook.com/camaradeputados/posts/1686334751463722,A Câmara debate proposta que inclui as pessoas com Síndrome de Down entre os beneficiários da isenção de IPI para compra de carros. https://goo.gl/H5nEkG,Photo,,,07/04/2018 9:02:00 AM, ,7610,7610,0,9534,9534,0,346,261,336,3,3,7971,6330,0,0,302,0,0,0,0,0,0,0,0,0,0,20,83,27,22,89,36,226,39,4,,293,39,4,,,3,,,,3,,,,
316136345150243_1682007781896419,https://www.facebook.com/camaradeputados/posts/1682007781896419,"Os estabelecimentos que vendem alimentos deverão ter gôndolas exclusivas para produtos sem glúten, de acordo com o tamanho e tipo da loja. O objetivo da proposta é garantir a qualidade de vida da pessoa com doença celíaca, uma inflamação intestinal causada pelo glúten, encontrado em cereais como trigo, centeio e cevada. https://goo.gl/6m2dsh",Photo,,,07/04/2018 6:35:00 AM, ,5812,5812,0,7086,7086,0,176,112,137,4,4,6040,4816,0,0,143,0,0,0,0,0,0,0,0,0,0,14,74,19,14,77,27,93,19,3,,114,20,3,,,4,,,,4,,,,
316136345150243_1687742044656326,https://www.facebook.com/camaradeputados/posts/1687742044656326,A Comissão de Defesa dos Direitos das Pessoas com Deficiência discutirá proposta que estabelece um Plano de Custeio da Previdência Social para pessoas com deficiência.https://goo.gl/x7vnjU,Photo,,,07/03/2018 3:02:00 PM, ,5298,5298,0,6594,6594,0,139,71,92,3,3,5410,4235,0,0,116,0,0,0,0,0,0,0,0,0,0,18,63,10,18,63,14,52,16,12,,61,19,12,,,3,,,,3,,,,
316136345150243_1686314394799091,https://www.facebook.com/camaradeputados/posts/1686314394799091,"A proposta altera o Estatuto do Idoso, para incluir o turismo entre as obrigações prioritárias a serem garantidas aos maiores de 60 anos, como trabalho, lazer, esporte e cultura. Com esta mudança, o governo fica encarregado de promover ações para estimular a participação desta parcela da população na atividade turística. https://goo.gl/PJ5zTB",Photo,,,07/03/2018 1:02:00 PM, ,12501,12501,0,16188,16188,0,575,363,501,5,5,10781,8484,0,0,403,0,0,0,0,0,0,0,0,0,0,73,264,67,75,267,77,313,64,13,,421,67,13,,1,4,,,1,4,,,,
316136345150243_1681984808565383,https://www.facebook.com/camaradeputados/posts/1681984808565383,"Para alimentos processados, o limite deverá ser de 5% do total de gorduras. Já para óleos e margarinas, o máximo deverá ser de 2%. As autoridades sanitárias só poderão liberar o uso de gorduras vegetais hidrogenadas em proporções maiores em casos específicos, desde que haja justificativa técnica. https://goo.gl/n6C1NE",Photo,,,07/03/2018 9:05:01 AM, ,8802,8802,0,10757,10757,0,331,243,325,5,5,8449,7055,0,0,270,0,0,0,0,0,0,0,0,0,0,27,116,36,27,119,68,217,32,3,,288,34,3,,,5,,,,5,,,,
